Area swiggy,Restaurant city swiggy,Restaurant,Price swiggy,Ratings swiggy,Total ratings,Food type swiggy,Customer address swiggy,Delivery time swiggy,_c0,restaurant type,Ratings zomato,Total ratings zomato,Price zomato,online_order,table booking,Food type zomato,Area zomato,Address zomato
Shantinagar,Bangalore,Firangi Bake,400.0,4.5,20,"Italian,Mexican,Pastas",Residency Road,45,2106,Delivery,3.8,53,600.0,Yes,No,"Mexican, Italian",Rajajinagar,Rajajinagar
Shantinagar,Bangalore,The Good Bowl,400.0,4.2,20,"North Indian,Biryani,Chinese,Asian,Pastas,Desserts",Residency Road,39,6362,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar
Central Bangalore,Bangalore,Biryani Trip,400.0,4.2,100,"Biryani,Hyderabadi,Indian",Central Bangalore,32,842,Delivery,2.8,40,400.0,Yes,No,Biryani,Brigade Road,Indiranagar
Central Kolkata,Kolkata,Aalishan Restaurant & Caterer,200.0,2.9,80,"Biryani,Indian,Desserts",Central Kolkata,47,109,Casual Dining,3.5,888,650.0,Yes,No,"North Indian, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
Basavanagudi,Bangalore,Nisarga Garden,200.0,4.1,100,"North Indian,South Indian,Chaat,Beverages",Basavanagudi,56,4377,Quick Bites,4.0,89,300.0,No,No,"South Indian, Chinese, Street Food, Juices",Brigade Road,Infantry Road
Paldi & Ambawadi,Ahmedabad,Banana Leaf,500.0,3.9,50,South Indian,Paldi & Ambawadi,45,564,Casual Dining,3.5,12,500.0,No,No,Andhra,Indiranagar,Domlur
Central Bangalore,Bangalore,Snack House,300.0,4.2,50,"Fast Food,Street Food",Central Bangalore,40,5599,Quick Bites,3.8,22,200.0,Yes,No,"Fast Food, Momos",Brigade Road,Indiranagar
Indiranagar,Bangalore,Onesta,200.0,3.9,500,"Italian,Desserts,Pizzas,American,Snacks",Cmh Road,57,4509,"Casual Dining, Cafe",4.3,355,600.0,Yes,Yes,"Pizza, Cafe, Italian",Malleshwaram,Basaveshwara Nagar
Kurla,Mumbai,Smoor,300.0,4.0,20,Bakery,Kurla,42,5594,"Cafe, Dessert Parlor",4.2,287,700.0,Yes,No,"Desserts, Cafe, Continental",Malleshwaram,Malleshwaram
Central Bangalore,Bangalore,Slurpy Shakes,150.0,2.9,80,"Beverages,Ice Cream,Desserts",Central Bangalore,45,5564,Beverage Shop,3.5,8,300.0,Yes,No,Beverages,Brookefield,Whitefield
Kidderpore,Kolkata,Red Chilli Restaurant,300.0,2.9,80,"Chinese,Seafood",Kidderpore,97,4990,Quick Bites,3.2,93,350.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
Perambur,Chennai,Chai World,250.0,4.4,50,"Beverages,Snacks",Perambur,52,1294,Quick Bites,3.5,18,300.0,Yes,No,"Tea, Beverages, Sandwich, Fast Food",Bellandur,Sarjapur Road
Kausar Baugh Nibm Road,Pune,Hyderabadi Biryani House,150.0,2.2,20,"Biryani,Thalis,Indian,Desserts",Undri,77,2858,Quick Bites,2.8,40,300.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
Central Bangalore,Bangalore,Bullet Biryani,280.0,4.4,20,"Biryani,Hyderabadi,Mughlai",Central Bangalore,38,1003,"Takeaway, Delivery",3.2,9,300.0,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
Central Bangalore,Bangalore,Big Bites,400.0,2.9,80,Fast Food,Central Bangalore,53,760,Quick Bites,3.6,21,200.0,No,No,"Chinese, Fast Food",Basavanagudi,Jayanagar
Tarnaka Nacharam & Malkajigiri,Hyderabad,Kritunga Restaurant,500.0,3.7,500,"Biryani,Rayalaseema,Andhra,South Indian",Tarnaka Nacharam & Malkajigiri,59,3432,Casual Dining,2.6,330,600.0,No,No,"Andhra, Biryani",Bellandur,Sarjapur Road
Tarnaka Nacharam & Malkajigiri,Hyderabad,Punjabi Tadka,250.0,2.9,80,"Indian,Punjabi,Fast Food",Tarnaka Nacharam & Malkajigiri,77,4857,Casual Dining,2.3,203,400.0,No,No,"North Indian, Chinese",Marathahalli,Marathahalli
Esplanade,Kolkata,Burger King,350.0,4.3,1000,American  Fast Food,New Market,42,1016,Food Court,3.5,21,600.0,No,No,"Burger, Fast Food, Beverages",Bellandur,Bellandur
Kachiguda,Hyderabad,Pizza Hut,300.0,2.9,80,Pizzas,Ph Kachiguda Hyderabad,34,4729,Casual Dining,2.7,434,750.0,Yes,No,"Pizza, Fast Food",Kalyan Nagar,Kalyan Nagar
Central Bangalore,Bangalore,Taste Of Tibet,250.0,4.6,50,Chinese,Central Bangalore,39,6102,Quick Bites,4.0,336,300.0,No,No,"Tibetan, Chinese, Momos",Brigade Road,Brigade Road
Charminar,Hyderabad,Cravings,250.0,2.9,80,"Fast Food,Snacks",Charminar,58,1591,Quick Bites,3.7,139,400.0,Yes,No,"North Indian, Chinese, Rolls",Bannerghatta Road,Bannerghatta Road
Royapettah,Chennai,Indiana Burgers,200.0,4.6,50,"American,Desserts",Royapettah,54,2939,Delivery,3.1,16,300.0,Yes,No,Burger,Marathahalli,Brookefield
Central Kolkata,Kolkata,Biryani Hub,199.0,2.9,80,Biryani,Central Kolkata,76,818,Quick Bites,3.2,87,600.0,Yes,No,"North Indian, South Indian, Biryani",Kalyan Nagar,Nagawara
Camp,Pune,Malabar Restaurant,300.0,2.9,80,Indian,Camp,36,3746,Quick Bites,3.6,19,400.0,No,No,"Kerala, Fast Food, Beverages",Electronic City,Electronic City
Viman Nagar,Pune,Biryani Trip,350.0,2.9,80,Biryani,Viman Nagar,70,842,Delivery,2.8,40,400.0,Yes,No,Biryani,Brigade Road,Indiranagar
Malleshwaram,Bangalore,Karnataka Bhel House,100.0,4.2,50,"Chaat,Snacks",Malleshwaram,54,3230,Quick Bites,3.9,65,100.0,No,No,Street Food,Jayanagar,Jayanagar
Ashok Nagar,Bangalore,Karavali Family Restaurant,200.0,4.1,50,"Mangalorean,Seafood,Chinese,Coastal",Residency Road,35,3214,Casual Dining,3.5,90,500.0,Yes,No,"Seafood, Biryani, South Indian, North Indian, Chinese",Banashankari,Jayanagar
Majestic,Bangalore,Hotel Annapoorna,450.0,4.5,100,"Biryani,Andhra",Majestic,38,2653,Quick Bites,3.2,9,400.0,Yes,No,"South Indian, Chinese, North Indian, Seafood",Bannerghatta Road,Bannerghatta Road
Majestic,Bangalore,Udupi Sri Krishna Bhavan,200.0,2.9,80,South Indian,Majestic,39,6745,Quick Bites,4.1,238,600.0,No,No,South Indian,Banashankari,Basavanagudi
Indiranagar,Bangalore,Mahesh Lunch Home,1000.0,4.1,50,"Indian,Seafood,Oriental",Indiranagar,62,3725,Casual Dining,4.1,860,1400.0,Yes,Yes,"Seafood, Mangalorean, North Indian, Chinese",Brigade Road,Residency Road
Powai,Mumbai,Spicy Tadka,300.0,4.3,50,Chinese  North Indian  Biryani  Sweets,Powai,52,5697,Delivery,3.5,47,400.0,No,No,"North Indian, Chinese, Bengali",Electronic City,Electronic City
Perambur,Chennai,Chatar Patar,300.0,2.9,80,"Fast Food,Street Food",Perambur,71,1332,Quick Bites,3.6,65,300.0,No,No,"Fast Food, Street Food",Jayanagar,Banashankari
Aundh,Pune,Taco Bell,300.0,3.9,100,Mexican,Westend Mall,79,6026,Quick Bites,3.7,168,600.0,Yes,No,"Mexican, American, Fast Food",Bannerghatta Road,Bannerghatta Road
Royapettah,Chennai,Smoor,300.0,4.7,50,"Bakery,Beverages",Royapettah,51,5594,"Cafe, Dessert Parlor",4.2,287,700.0,Yes,No,"Desserts, Cafe, Continental",Malleshwaram,Malleshwaram
Kothrud,Pune,Feast India Co.,1000.0,2.9,80,"Indian,Oriental",Kothrud,53,2087,Casual Dining,4.2,133,1500.0,Yes,No,"Awadhi, Bengali, North Indian",Brigade Road,Cunningham Road
Salt Lake,Kolkata,Delicacy,300.0,4.4,100,"North Indian,Chinese,Tandoor",Salt Lake,70,1771,Casual Dining,3.8,219,500.0,Yes,No,"Chinese, Thai, Momos",Marathahalli,CV Raman Nagar
Lower Parel Area,Mumbai,1441 Pizzeria,500.0,3.9,100,Italian  Pizzas  Pastas  Desserts  Beverages,Matunga Police Station,58,13,Casual Dining,4.1,119,800.0,Yes,No,"Pizza, Salad",Basavanagudi,JP Nagar
Rohini,Delhi,Taste Of Nawaabs,650.0,2.9,80,"Biryani,Indian",Rohini,53,6099,Casual Dining,3.5,324,600.0,Yes,No,"North Indian, Mughlai",Kalyan Nagar,Banaswadi
Powai,Mumbai,Biryani Bowl,500.0,4.2,20,Biryani  Beverages,Powai,61,806,Kiosk,3.3,10,550.0,No,No,"Biryani, Andhra",Whitefield,Whitefield
Prahlad Nagar,Ahmedabad,Food Town,200.0,2.9,80,"Fast Food,Pizzas,Snacks",Prahlad Nagar,48,2203,Delivery,3.2,5,200.0,Yes,No,Chinese,MG Road,Indiranagar
Powai,Mumbai,Nawabi Kitchen,500.0,2.9,80,"Indian,Tandoor,Mughlai,Seafood,North Indian,Biryani",Powai,57,4215,Casual Dining,2.8,40,600.0,No,No,"North Indian, Chinese",Brookefield,Brookefield
Powai,Mumbai,Spice Affair,500.0,2.9,80,"North Indian,Indian,Chinese,Tandoor",Powai,52,5666,Casual Dining,3.6,28,600.0,No,No,"North Indian, Chinese",Marathahalli,Marathahalli
Powai,Mumbai,Urban Spice,500.0,2.9,80,"North Indian,Indian,Chinese,Tandoor",Powai,54,6793,Casual Dining,3.6,23,800.0,Yes,No,"North Indian, Chinese, Continental",Koramangala 4th Block,Ejipura
Powai,Mumbai,Double Decker,300.0,2.9,80,Indian  Chinese  Tandoor  Seafood,Powai,52,1914,"Bar, Casual Dining",4.3,2651,1300.0,No,Yes,"Continental, North Indian",Brigade Road,Brigade Road
Nallakunta & Vidyanagar,Hyderabad,Biryani Trip,350.0,4.4,50,Biryani,Nallakunta & Vidyanagar,39,842,Delivery,2.8,40,400.0,Yes,No,Biryani,Brigade Road,Indiranagar
Nallakunta & Vidyanagar,Hyderabad,Snack House,180.0,4.9,20,"Fast Food,Snacks",Nallakunta & Vidyanagar,39,5599,Quick Bites,3.8,22,200.0,Yes,No,"Fast Food, Momos",Brigade Road,Indiranagar
Magarpatta,Pune,Knight Riders,300.0,2.9,80,"Chinese,Continental,Indian,Biryani,Italian,Desserts",Magarpatta,74,3369,Bar,2.4,25,1000.0,No,No,"Chinese, European",Indiranagar,Domlur
Kothrud,Pune,Papacream,350.0,5.0,20,Ice Cream,Kothrud,52,4596,Dessert Parlor,3.7,17,350.0,Yes,No,"Desserts, Ice Cream",Bannerghatta Road,JP Nagar
South Kolkata,Kolkata,Hakuna Matata,200.0,2.9,80,"Chinese,Indian",South Kolkata,79,2497,"Casual Dining, Bar",4.5,2781,1200.0,No,No,"North Indian, Asian, Seafood, Chinese",Bannerghatta Road,JP Nagar
Central Bangalore,Bangalore,Hotel Green Tara,300.0,2.9,80,"Chinese,Tibetan",Central Bangalore,36,2686,Casual Dining,3.9,39,500.0,No,No,"Chinese, Tibetan, Momos",Brigade Road,Brigade Road
Koramangala,Bangalore,Papacream,350.0,2.9,80,Ice Cream,Koramangala,59,4596,Dessert Parlor,3.7,17,350.0,Yes,No,"Desserts, Ice Cream",Bannerghatta Road,JP Nagar
Knk- Nungambakam (Cds)- Chennai,Chennai,Cafe Coffee Day,300.0,2.9,80,"Beverages,Snacks,Desserts",Knk- Nungambakam (Cds)- Chennai,51,1085,Cafe,2.3,30,900.0,No,No,"Cafe, Fast Food",Brookefield,Brookefield
Indiranagar,Bangalore,Cafe Imroze,300.0,2.9,80,"Chinese,Seafood,Continental",Indiranagar,62,1104,"Cafe, Casual Dining",3.6,95,650.0,Yes,No,"Cafe, Burger, Italian, Fast Food",Brigade Road,Infantry Road
Frazer Town,Bangalore,Food Corner,250.0,2.9,80,"North Indian,Arabian,Snacks,Biryani",Frazer Town,50,2173,Quick Bites,3.3,7,250.0,No,No,"North Indian, Chinese, Fast Food",Frazer Town,RT Nagar
Swargate,Pune,Wok N Roll,1.0,2.9,80,"Chinese,Snacks",Swargate,39,6982,Quick Bites,3.9,82,400.0,Yes,No,"Chinese, Momos",Kalyan Nagar,Nagawara
Sion Bhakti Park,Mumbai,Eat Repeat,260.0,2.9,80,"Fast Food,Beverages",Sion Bhakti Park,52,1976,Quick Bites,3.9,101,150.0,Yes,No,South Indian,Banashankari,Basavanagudi
Sion Bhakti Park,Mumbai,Sandwich Hub,200.0,2.9,80,"Fast Food,Beverages",Sion Bhakti Park,52,5244,Quick Bites,3.4,11,300.0,Yes,No,"Fast Food, Sandwich","Byresandra,Tavarekere,Madiwala",Jayanagar
Koregaon Park,Pune,Happy Singh,300.0,2.9,80,"North Indian,Fast Food,Chinese,Mughlai",Koregaon Park,51,2546,Casual Dining,3.8,507,900.0,Yes,No,"Chinese, North Indian",Brookefield,Whitefield
Powai,Mumbai,Biryani House,500.0,2.9,80,Biryani  Beverages,Powai,57,817,Casual Dining,3.5,11,600.0,Yes,No,"Andhra, Biryani, Chinese, North Indian",Bellandur,Bellandur
Powai,Mumbai,Biryani Point,500.0,2.9,80,Biryani  Beverages,Powai,58,834,Quick Bites,3.2,7,250.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Bommanahalli
Bandra East,Mumbai,Barbeque Nation,600.0,2.9,80,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Kalina,37,610,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, BBQ, Kebab",Brookefield,Whitefield
Powai,Mumbai,Hyderabadi Dum Biryani,500.0,2.9,80,Biryani  Beverages,Powai,57,2860,Quick Bites,3.7,23,300.0,No,No,Biryani,Whitefield,Whitefield
Nibm Post Office Road,Pune,Kolkata Kitchen,400.0,2.9,80,"North Indian,Tandoor,Fast Food",Kondhwa,73,3389,Quick Bites,3.2,231,400.0,Yes,No,"North Indian, Fast Food, Biryani",Electronic City,Electronic City
Basavanagudi,Bangalore,Nisarga Restaurant,300.0,2.9,80,"North Indian,Chinese,Snacks",Basavanagudi,53,4379,Quick Bites,3.3,6,350.0,No,No,"Mangalorean, Chinese, North Indian, Seafood",Lavelle Road,Majestic
Sainik Vihar Pritampura,Delhi,Tandoori Junction,350.0,2.9,80,"North Indian,Tandoor,Thalis,Beverages",Rohini,48,6066,Quick Bites,3.9,81,400.0,Yes,No,"North Indian, Chinese, Biryani",Brookefield,Marathahalli
Kestopur,Kolkata,Biryani Bowl,400.0,2.9,80,"Biryani,Indian",Lake Town,87,806,Kiosk,3.3,10,550.0,No,No,"Biryani, Andhra",Whitefield,Whitefield
Rohini,Delhi,Handi Biryani,350.0,2.9,80,"Biryani,Chinese,Beverages",Rohini,39,2522,Quick Bites,3.9,84,300.0,Yes,No,"Hyderabadi, Biryani",Brookefield,Marathahalli
Banashankari,Bangalore,Desi Khana,300.0,2.9,80,"North Indian,Chinese,Thalis",Banashankari,68,1811,Quick Bites,2.8,40,300.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield
Himayath Nagar,Hyderabad,Silver Spoon,160.0,2.9,80,Snacks  Combo,Himayath Nagar,37,5508,"Casual Dining, Bar",3.3,4,800.0,No,No,"North Indian, Chinese, Continental",Lavelle Road,Majestic
Annanagar,Chennai,Nasi And Mee,1200.0,5.0,20,"Pan-Asian,Singaporean,Malaysian,Japanese,Asian,Chinese,Indonesian",Annanagar,70,4190,Casual Dining,4.4,907,1000.0,Yes,Yes,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",Whitefield,Whitefield
Koramangala,Bangalore,Uday Sweets,100.0,3.9,50,Fast Food,5Th Block,49,6725,Sweet Shop,3.5,33,250.0,Yes,No,"Mithai, Fast Food",Koramangala 4th Block,Koramangala 6th Block
Koramangala,Bangalore,Madurai Idly Shop,150.0,4.3,500,South Indian,6Th Block,54,3705,Quick Bites,2.1,193,200.0,No,No,South Indian,Sarjapur Road,Sarjapur Road
Koramangala,Bangalore,Sree Krishna Kafe,137.0,4.5,500,South Indian,1St Block,57,5718,Quick Bites,3.7,55,200.0,Yes,No,South Indian,Brookefield,Whitefield
Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",Road No 92,71,3609,Casual Dining,4.2,405,1500.0,Yes,Yes,"Salad, Healthy Food, Italian, Juices, Mexican, Pizza",Kalyan Nagar,Kalyan Nagar
Basheer Bagh,Hyderabad,Cream Stone,350.0,4.4,1000,"Ice Cream,Desserts,Beverages,Ice Cream Cakes",Liberty Road,27,1605,Dessert Parlor,4.0,78,500.0,Yes,No,"Desserts, Beverages",Brigade Road,Frazer Town
Malleshwaram,Bangalore,Veena Stores,100.0,4.5,1000,South Indian,Margosa Road,56,6832,Quick Bites,4.5,2407,150.0,Yes,No,South Indian,Malleshwaram,Malleshwaram
Ashok Nagar,Bangalore,Green Theory,1000.0,4.3,50,"Italian,Continental,Healthy Food",Residency Road,39,2445,"Casual Dining, Cafe",4.2,2838,800.0,Yes,Yes,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",Brigade Road,Residency Road
Malleshwaram,Bangalore,Punjab Mail,300.0,4.1,100,"North Indian,Punjabi,Thalis,Chinese,Combo,Snacks",Margosa Road,53,4829,Casual Dining,3.8,323,650.0,Yes,No,"North Indian, Chinese, Beverages",Malleshwaram,Malleshwaram
Basavanagudi,Bangalore,Harshi Super Sandwich,100.0,3.7,20,"Snacks,Fast Food,Chaat",East Anjaneya Temple Road,55,2555,Quick Bites,3.8,148,150.0,No,No,"Fast Food, Street Food",Banashankari,Basavanagudi
Gandhi Bazaar,Bangalore,Vidyarthi Bhavan,150.0,4.3,1000,South Indian,Gandhi Bazar,49,6861,Quick Bites,4.4,4460,150.0,No,No,South Indian,Banashankari,Basavanagudi
Ashok Nagar,Bangalore,Mad Over Donuts,200.0,4.2,50,"Desserts,Sweets,Bakery",Magrath Road,51,3690,Dessert Parlor,3.1,17,450.0,Yes,No,"Bakery, Desserts, Beverages",Bannerghatta Road,Bannerghatta Road
Camp,Pune,Coffee House,250.0,4.4,100,"North Indian,Chinese,South Indian,Fast Food",Next To Dorabjee'S,32,1544,Quick Bites,3.3,6,150.0,No,No,South Indian,Lavelle Road,Majestic
Ashok Nagar,Bangalore,Juice Junction,150.0,4.5,100,"Juices,Fast Food",Ashok Nagar,31,3072,Beverage Shop,2.8,20,150.0,Yes,No,"Juices, Fast Food","Byresandra,Tavarekere,Madiwala",JP Nagar
Saki Naka,Mumbai,Mad Over Donuts,200.0,4.5,100,"Desserts,Sweets,Bakery",Pheonix Market City,46,3690,Dessert Parlor,3.1,17,450.0,Yes,No,"Bakery, Desserts, Beverages",Bannerghatta Road,Bannerghatta Road
Malleshwaram,Bangalore,Mint Masala,375.0,4.2,100,"North Indian,Chinese,Continental",Bashyam Circle,57,3953,Casual Dining,2.8,252,1000.0,No,No,"North Indian, Chinese",Church Street,Infantry Road
Chennai,Chennai,Gangotree,300.0,4.5,1000,"Street Food,Desserts,Fast Food",Cathedral Road,50,2326,Quick Bites,3.8,50,150.0,No,No,Street Food,Church Street,Race Course Road
Thousand Lights,Chennai,Krispy Kreme,170.0,4.5,500,"Desserts,Beverages",Express Avenue Mall,47,3430,Dessert Parlor,3.4,10,300.0,Yes,No,"Desserts, Beverages",Koramangala 6th Block,Koramangala 6th Block
Vasanth Nagar,Bangalore,Hotel Chandrika,300.0,4.3,100,"North Indian,Chinese,Andhra,Biryani,Desserts,Ice Cream,South Indian,Beverages",Cunnigham Road,37,2661,Casual Dining,3.8,207,400.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Church Street,Cunningham Road
Jayanagar,Bangalore,New Shanthi Sagar,400.0,4.1,500,"North Indian,Chinese,Fast Food",Rv Road,51,4316,Casual Dining,2.7,39,550.0,No,No,"South Indian, North Indian, Chinese, Beverages",Malleshwaram,Sadashiv Nagar
Vasanth Nagar,Bangalore,Mudpipe Cafe,500.0,4.2,20,"Mexican,Continental",Cunningham Road,46,4062,Cafe,3.9,727,800.0,Yes,Yes,"Cafe, Continental, North Indian",Bannerghatta Road,JP Nagar
Indiranagar,Bangalore,Paratha Plaza,250.0,4.4,100,North Indian,2Nd Stage,53,4620,Quick Bites,3.0,96,300.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
Shivajinagar,Pune,Shiv Sagar,300.0,4.2,100,"North Indian,South Indian,Chinese,Fast Food",Jm Road,37,5417,Casual Dining,2.8,40,800.0,No,No,"South Indian, North Indian, Chinese",Brigade Road,MG Road
Cox Town,Bangalore,Manjit Da Dhaba,350.0,4.5,1000,North Indian,Frazer Town,51,3794,Quick Bites,4.3,783,300.0,Yes,No,North Indian,Brigade Road,Frazer Town
Ballygunge,Kolkata,Chatar Patar,200.0,4.3,100,"Street Food,Indian,Beverages,Chaat,Combo,Pastas,Snacks",Opposite Tivoli Court,65,1332,Quick Bites,3.6,65,300.0,No,No,"Fast Food, Street Food",Jayanagar,Banashankari
Basavanagudi,Bangalore,Kamat Bugle Rock,400.0,4.4,100,"North Indian,South Indian",Basavangudi,57,3184,Quick Bites,3.9,543,300.0,Yes,No,"South Indian, Fast Food",Banashankari,Basavanagudi
Camp,Pune,Sukh Sagar,400.0,4.4,20,"North Indian,Chinese",Nucleus Mallcamp,36,5917,Casual Dining,2.7,182,450.0,Yes,No,"North Indian, South Indian, Chinese, Beverages",Kalyan Nagar,Kammanahalli
Guru Nanak Nagar,Pune,Chaat Bazaar,200.0,2.9,80,Fast Food,Kumar Pacific Mall,52,1261,Quick Bites,3.7,34,300.0,Yes,No,Street Food,Brookefield,Whitefield
Ghatkopar East,Mumbai,Pavilion,550.0,4.3,50,"North Indian,Chinese",Vallabh Baug Lane,50,4666,Casual Dining,3.7,34,700.0,Yes,No,"North Indian, Chinese",Malleshwaram,Yeshwantpur
Bandra East,Mumbai,Celebrations 365,400.0,4.3,50,"North Indian,Chinese,South Indian,Continental",Bandra East,42,1254,Dessert Parlor,3.3,4,350.0,Yes,No,"Desserts, Ice Cream",Brookefield,Brookefield
Golpark,Kolkata,Banana Leaf,200.0,4.4,1000,South Indian,Near Vivekananda Park,72,564,Casual Dining,3.5,12,500.0,No,No,Andhra,Indiranagar,Domlur
Santacruz East,Mumbai,Natural Ice Cream,150.0,4.7,100,Ice Cream,Kalina Market Santacruz East,27,4194,Dessert Parlor,4.1,119,150.0,No,No,"Ice Cream, Desserts",Frazer Town,Frazer Town
Ashok Nagar,Bangalore,Natural Ice Cream,150.0,4.7,100,Ice Cream,Near Sbi,31,4194,Dessert Parlor,4.1,119,150.0,No,No,"Ice Cream, Desserts",Frazer Town,Frazer Town
Ghatkopar East,Mumbai,The Chocolate Room,250.0,3.9,20,"Fast Food,Desserts,Italian,Mexican",M G Road Opp. Kotak Mahindra Bank Ghatkopar East,48,6291,Cafe,2.8,43,600.0,Yes,No,"Cafe, Beverages",Electronic City,Electronic City
Kodihalli,Bangalore,Smoodies,140.0,4.2,50,"Snacks,Healthy Food,Juices,Beverages,Desserts",Indira Nagar,60,5592,Beverage Shop,3.7,22,300.0,Yes,No,Juices,Indiranagar,Old Airport Road
Koramangala,Bangalore,Sukh Sagar,400.0,4.3,100,South Indian,5Th A Block,57,5917,Casual Dining,2.7,182,450.0,Yes,No,"North Indian, South Indian, Chinese, Beverages",Kalyan Nagar,Kammanahalli
Saki Naka,Mumbai,Shiv Sagar,200.0,4.3,50,"North Indian,Beverages,South Indian,Fast Food,Chinese",Pheonix Market City,48,5417,Casual Dining,2.8,40,800.0,No,No,"South Indian, North Indian, Chinese",Brigade Road,MG Road
Saki Naka,Mumbai,Natural Ice Cream,150.0,4.4,50,Desserts,Pheonix Market City,50,4194,Dessert Parlor,4.1,119,150.0,No,No,"Ice Cream, Desserts",Frazer Town,Frazer Town
Shivajinagar,Pune,Natural Ice Cream,150.0,4.7,100,Ice Cream,Opp. Tata Home Finance,28,4194,Dessert Parlor,4.1,119,150.0,No,No,"Ice Cream, Desserts",Frazer Town,Frazer Town
Shivajinagar,Pune,Frozen Bottle,250.0,4.7,50,"Beverages,Ice Cream,Desserts",Fc Road,29,2279,Beverage Shop,2.8,40,400.0,Yes,No,"Beverages, Desserts",HSR,Sarjapur Road
Shivajinagar,Pune,Falahaar,250.0,4.3,100,"Fast Food,Beverages,American,Pizzas",Shivaji Nagar,35,2063,Quick Bites,3.9,154,200.0,No,No,"North Indian, Street Food",Koramangala 4th Block,Koramangala 6th Block
Jayanagar,Bangalore,Jalpaan,650.0,4.4,100,"Desserts,Italian,Jain,Mexican",7Th Block,54,3007,Casual Dining,3.9,675,900.0,Yes,Yes,"North Indian, Continental",Malleshwaram,Rajajinagar
Ambawadi,Ahmedabad,The Belgian Waffle Co.,200.0,4.2,100,"Desserts,Beverages",Panjra Pole,39,6221,Dessert Parlor,3.7,15,350.0,Yes,No,"Desserts, Beverages",New BEL Road,Sahakara Nagar
Taltala,Kolkata,Natural Ice Cream,150.0,4.8,100,Ice Cream,Park Street,43,4194,Dessert Parlor,4.1,119,150.0,No,No,"Ice Cream, Desserts",Frazer Town,Frazer Town
Sampangiram Nagar,Bangalore,Savi Sagar,300.0,4.2,20,"Beverages,Chinese,Fast Food,Jain,North Indian,South Indian",Malleshwaram,55,5304,Casual Dining,3.7,136,450.0,Yes,No,"North Indian, South Indian, Chinese, Street Food, Beverages",Lavelle Road,Malleshwaram
Chetpet,Chennai,Shree Mithai,250.0,4.5,1000,"Desserts,Street Food,Chaat",Chetpet,37,5452,Quick Bites,3.5,11,,No,No,"Desserts, Street Food, Mithai",Old Airport Road,Indiranagar
Navrangpura,Ahmedabad,Natural Ice Cream,150.0,4.8,100,Ice Cream,Shree Krishna Centre Near Mithakhali Six Road,30,4194,Dessert Parlor,4.1,119,150.0,No,No,"Ice Cream, Desserts",Frazer Town,Frazer Town
Anna Nagar,Chennai,Roll Over,300.0,4.1,100,"Desserts,Beverages,Pan-Asian,Snacks",Anna Nagar,62,5058,Dessert Parlor,3.8,75,350.0,Yes,No,Desserts,Rajajinagar,Basaveshwara Nagar
Somajiguda,Hyderabad,Punjabi Paratha House,200.0,4.0,500,Punjabi  North Indian,Somajiguda,47,4851,Delivery,2.8,40,300.0,No,No,North Indian,Bellandur,Sarjapur Road
Ashok Nagar,Bangalore,Frozen Bottle,250.0,3.8,20,"Beverages,Ice Cream,Desserts",Main Guard Cross Road,34,2279,Beverage Shop,2.8,40,400.0,Yes,No,"Beverages, Desserts",HSR,Sarjapur Road
Gandhi Nagar,Bangalore,South Ruchis Square,500.0,4.2,50,"Biryani,Chinese,Desserts,Fast Food,Jain,North Indian,South Indian",Majestic,48,5645,Casual Dining,4.3,1033,850.0,Yes,Yes,"North Indian, South Indian, Chinese",Malleshwaram,Race Course Road
Indiranagar,Bangalore,Green G Juice Bar,200.0,4.2,20,"Beverages,Continental,Desserts",Hal 2Nd Stage,60,2437,Beverage Shop,3.5,37,200.0,Yes,No,"Beverages, Juices, Ice Cream",Indiranagar,Indiranagar
Basavanagudi,Bangalore,Gokul Veg,500.0,4.3,500,"North Indian,Jain,Indian,Beverages,Desserts",Basavanagudi,53,2378,Casual Dining,3.8,469,750.0,Yes,No,"North Indian, Chinese, Beverages",Banashankari,Basavanagudi
Paldi,Ahmedabad,China Hut,400.0,4.0,50,"North Indian,Chinese",Paldi,33,1429,Kiosk,3.8,56,500.0,No,No,Chinese,Church Street,Frazer Town
Anna Nagar,Chennai,Lassi Shop,100.0,4.3,100,"Beverages,Ice Cream,Desserts,Fast Food,Juices,North Indian,American,Snacks,Bakery",Opp K3 Police Station,53,3531,Beverage Shop,3.3,10,200.0,Yes,No,"Beverages, Ice Cream",Residency Road,Seshadripuram
